Date,Open,High,Low,Close,Adj Close,Volume
2013-12-18,55.297600,55.941502,54.400002,54.809799,51.318344,2988799
2013-12-19,55.395100,55.609798,54.448799,55.121899,51.610561,2625503
2013-12-20,55.121899,55.795101,54.273201,54.614601,51.135586,8104324
2013-12-23,55.317101,55.317101,54.341499,54.380501,50.916393,2336984
2013-12-26,54.351200,55.307301,54.351200,54.546299,51.071632,2530344
2013-12-27,54.409801,55.258499,54.097599,54.224400,50.770241,3076189
2013-12-30,53.951199,54.624401,53.580502,53.639000,50.222137,2890920
2014-01-02,52.536598,53.024399,52.487801,52.585400,49.235645,3839863
2014-01-03,52.634201,52.829300,51.951199,52.058498,48.742310,3234915
2014-01-06,52.068298,52.702400,51.922001,52.146301,48.824509,2467779
2014-01-07,52.653702,52.878101,51.717098,52.478100,49.135181,2981379
2014-01-08,52.682899,53.824402,52.000000,53.648800,50.231308,3793944
2014-01-09,53.726799,53.756100,52.546299,53.170700,49.783665,6570962
2014-01-10,53.258499,53.892700,53.053699,53.736599,50.313515,5411952
2014-01-13,53.951199,54.009800,52.985401,53.092701,49.710636,1929226
2014-01-14,53.141499,53.424400,52.702400,53.170700,49.783665,2196775
2014-01-15,53.434200,53.434200,52.634201,52.790199,49.427406,2024543
2014-01-16,52.634201,52.839001,51.990200,52.321899,48.988930,2216019
2014-01-17,52.390202,52.682899,51.121899,51.268299,48.002445,3536113
2014-01-20,51.375599,52.048801,51.278000,51.658501,48.367794,1735658
2014-01-21,51.414600,51.609798,50.253700,50.438999,47.225971,6220825
2014-01-22,50.321899,50.819500,49.170700,50.497601,47.280838,5164160
2014-01-23,50.497601,51.014599,49.824402,50.107300,46.915401,3530733
2014-01-24,50.243900,50.614601,48.887798,49.160999,46.029385,6688097
2014-01-27,49.356098,49.356098,47.804901,48.234100,45.161522,8312611
2014-01-28,48.761002,48.819500,47.824402,48.253700,45.179878,4624813
2014-01-29,48.009800,48.048801,47.200001,47.385399,44.366894,6891433
2014-01-30,47.395100,48.292702,46.829300,46.917099,43.928421,11709871
2014-01-31,46.799999,46.799999,44.926800,45.307301,42.421173,11929620
2014-02-04,44.878101,45.756100,44.390202,44.722000,41.873154,4488416
